batch_id,amine_smiles,cobalt_smiles,oxidant_smiles,alkali_smiles,solvent_smiles,yield,ee,select_tag
0,[NH3+][C@H](CN1CCOCC1)C(C)(C)C.[O-]S(=O)(C(F)(F)F)=O,Co-3,F[N+]1=C(C=C(C=C1C)C)C.[O-]S(=O)(C(F)(F)F)=O,blanck_cell,ClCCl,25,62,TRUE
0,[NH3+][C@H](CN1C[C@H](C)O[C@H](C)C1)C(C)(C)C.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,Co-3,F[N+]1=C(C=C(C=C1C)C)C.[O-]S(=O)(C(F)(F)F)=O,blanck_cell,ClCCl,21,50,TRUE
0,[NH3+][C@H](CN1CCOCC1)C(C)(C)C.[O-]S(=O)(C(F)(F)F)=O,Co-3,F[N+]1=CC=CC=C1,blanck_cell,ClCCl,10,42,TRUE
0,[NH3+][C@H](CN1CCOCC1)C(C)(C)C.[O-]S(=O)(C(F)(F)F)=O,Co-3,F[N+]12CC[N+](CC2)(CCl)CC1.FB(F)F.FB(F)F.[F-].[F-],blanck_cell,ClCCl,9,53,TRUE
0,[NH3+][C@H](CN1CCC(F)(F)CC1)C(C)(C)C.[O-]S(=O)(C(F)(F)F)=O,Co-3,F[N+]1=C(C=C(C=C1C)C)C.[O-]S(=O)(C(F)(F)F)=O,blanck_cell,ClCCl,29,63,TRUE
0,[NH3+][C@H](CN1C[C@H](C)O[C@H](C)C1)C(C)(C)C.[O-]S(=O)(C(F)(F)F)=O,Co-3,F[N+]1=C(C=C(C=C1C)C)C.[O-]S(=O)(C(F)(F)F)=O,blanck_cell,ClCCl,25,61,TRUE
0,[NH3+][C@H](CN1CCCCC1)C(C)(C)C.[O-]S(=O)(C(F)(F)F)=O,Co-3,F[N+]1=C(C=C(C=C1C)C)C.[O-]S(=O)(C(F)(F)F)=O,blanck_cell,ClCCl,25,54,TRUE
0,[NH3+][C@H](CN(C1)CC1(F)F)C(C)(C)C.[O-]S(=O)(C(F)(F)F)=O,Co-3,F[N+]1=C(C=C(C=C1C)C)C.[O-]S(=O)(C(F)(F)F)=O,blanck_cell,ClCCl,29,45,TRUE
0,[NH3+][C@H](CN1CCCCC1)C(C)(C)C.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,Co-3,F[N+]1=C(C=C(C=C1C)C)C.[O-]S(=O)(C(F)(F)F)=O,blanck_cell,ClCCl,58,50,TRUE
0,[NH3+][C@H](CN(C)C)C12C[C@H]3C[C@H](C[C@H](C3)C2)C1.[O-]S(=O)(C(F)(F)F)=O,Co-3,F[N+]1=C(C=C(C=C1C)C)C.[O-]S(=O)(C(F)(F)F)=O,blanck_cell,ClCCl,46,48,TRUE
0,[NH3+][C@H](CN1CCCCCC1)C(C)(C)C.[O-]S(=O)(C(F)(F)F)=O,Co-3,F[N+]1=C(C=C(C=C1C)C)C.[O-]S(=O)(C(F)(F)F)=O,blanck_cell,ClCCl,35,50,TRUE
0,[NH3+][C@H](CNC(C)(C)C)C(C)(C)C.[O-]S(=O)(C(F)(F)F)=O,Co-3,F[N+]1=C(C=C(C=C1C)C)C.[O-]S(=O)(C(F)(F)F)=O,blanck_cell,ClCCl,53,73,TRUE
0,[NH3+][C@H](CNC(C)(C)C)C(C)(C)C.[O-]S(=O)(C(F)(F)F)=O,Co-4,F[N+]1=C(C=C(C=C1C)C)C.[O-]S(=O)(C(F)(F)F)=O,blanck_cell,ClCCl,29,72,TRUE
0,[NH3+][C@H](CNC(C)(C)C)C(C)(C)C.[O-]S(=O)(C(F)(F)F)=O,Co-1,F[N+]1=C(C=C(C=C1C)C)C.[O-]S(=O)(C(F)(F)F)=O,blanck_cell,ClCCl,56,74,TRUE
0,[NH3+][C@H](CNC(C1=CC=C(Br)C=C1)C2=CC=C(Br)C=C2)C(C)(C)C.[O-]S(=O)(C(F)(F)F)=O,Co-3,F[N+]1=C(C=C(C=C1C)C)C.[O-]S(=O)(C(F)(F)F)=O,blanck_cell,ClCCl,28,62,TRUE
0,[NH3+][C@H](CN1CCOCC1)CC2=CC=CC=C2.[O-]S(=O)(C(F)(F)F)=O,Co-3,F[N+]1=C(C=C(C=C1C)C)C.[O-]S(=O)(C(F)(F)F)=O,blanck_cell,ClCCl,42,67,TRUE
0,[NH3+][C@H](CN1CCOCC1)C2=CC=CC=C2.[O-]S(=O)(C(F)(F)F)=O,Co-3,F[N+]1=C(C=C(C=C1C)C)C.[O-]S(=O)(C(F)(F)F)=O,blanck_cell,ClCCl,53,15,TRUE
